Hash,Author,Date,Message,Hashes_of_parents,Is_merge_commit,List_of_modified_files
2e7fd48e19731aa1fe8e5af57825b5a7f43a972c,Niklas Keller,2017-02-06T08:06:23+01:00,Fix read_response when reason is empty,['34c4031db2355c20785d0a7d50b5aa3ef5ccb90e'],False,['http.py']
16c4a74d365217159c15a03e650ec2c30eea3a7f,Aymeric Augustin,2017-02-06T10:17:50+01:00,"Merge pull request #160 from kelunik/fix-parser

Fix read_response when reason is empty","['34c4031db2355c20785d0a7d50b5aa3ef5ccb90e', '2e7fd48e19731aa1fe8e5af57825b5a7f43a972c']",True,[]
2466e74b17494191dc6d390f2b87dcdb46072f52,Rémi Cardona,2016-12-09T18:14:50+01:00,"server: don't print exceptions for network errors during opening and closing handshakes

Since 181acf3, full tracebacks are printed if a connection is reset
during handshake.  Connection resets are to be expected, even in
controlled environments.  Simply log them as info rather than warning,
and don't print a full traceback.

Closes #126.",['16c4a74d365217159c15a03e650ec2c30eea3a7f'],False,['server.py']
198b71537917adb44002573b14cbe23dbd4c21a2,Rémi Cardona,2017-03-29T00:17:49+02:00,"protocol: add a lock around StreamWriter.drain(), closes #16

Works around the following error:

    File /usr/lib/python3.4/asyncio/streams.py, line 194, in _drain_helper
      assert waiter is None or waiter.cancelled()
    AssertionError

when the write buffer reaches the high watermark (and thus blocks) and
2+ tasks try to call drain().  Clearly, asyncio's current code (all
versions up to 3.6.1 included) is not ""thread"" safe.  So use a lock
around the only place drain() is called.",['2466e74b17494191dc6d390f2b87dcdb46072f52'],False,['protocol.py']
e7e681fc1cae2bb13e09418c9c5ab6624bf8160a,Aymeric Augustin,2017-05-03T21:29:08+02:00,"Specify charset for open() calls.

Otherwise they're locale dependent, which can cause issues.

Fix #171.",['cdfa863472b64b2eb3b4deac1fcac933aebd70cb'],False,['setup.py']
a1dce912dfa0841d18d45e93f4f308e31cb1e49b,Aymeric Augustin,2017-05-03T21:53:11+02:00,"Support ssl=None when connecting to ws:// URIs.

Fix #149.",['4a570396c7e859340ca8539ab883aa368f8b5415'],False,['client.py']
438310501703ddb580d4bbc7628993190faf1152,Aymeric Augustin,2017-05-03T22:04:03+02:00,"Document the type of the stream argument.

FIx #174.",['388bd4a1e621370571059d4dd4bd584db7debbbd'],False,['http.py']
5b48c3c9a58c6d5c61b928c61915e4ee2c42aa41,Aymeric Augustin,2017-05-04T09:19:37+02:00,Fix flake8.,['438310501703ddb580d4bbc7628993190faf1152'],False,"['test_client.py', 'test_server.py', 'server.py']"
b763ac48b9dc3cdd446eaff14ed5bf62a2290ed5,Aymeric Augustin,2017-05-04T09:39:08+02:00,Fix deprecation warning for Python 3.7.,['65179090062eac8c555bf0f3f85bfbee4c957baa'],False,['test_protocol.py']
a41c8310807af4de9b2275c685988b3cbcf01ae2,Aymeric Augustin,2017-05-05T11:57:00+02:00,"Document how to shut down the server.

Fix #124, #103.",['e58c1ac1315f4dd73aea99eaca2a60509f2fcf03'],False,"['deployment.rst', 'client.py', 'shutdown.py']"
d0d434a71f3cfa0270a8b0bd1f809b9807f26f5c,Aymeric Augustin,2017-05-05T13:01:43+02:00,"Document that port sharing is unsupported.

Fix #116.",['3ec6f896e50820ab0048533d89155aa48cca52e6'],False,['deployment.rst']
8e6baa8d118cb6f6cff683c135f7170aeb763dba,Aymeric Augustin,2017-05-05T13:56:54+02:00,Fix tests on Circle CI.,['d8739496f120e576014539b00194c09b86059d11'],False,['test_client_server.py']
13f2e408707627260f2eed954bdec735f701daa5,Aymeric Augustin,2017-05-05T14:42:09+02:00,"Document how to keep connections open.

Fix #110.",['8e6baa8d118cb6f6cff683c135f7170aeb763dba'],False,['cheatsheet.rst']
76f02cab95879648481f2dd84e4c3c6924d52c54,Aymeric Augustin,2017-05-05T13:31:35+02:00,"Make serve an async context manager.

Fix #86.",['13f2e408707627260f2eed954bdec735f701daa5'],False,"['changelog.rst', 'deployment.rst', 'oldshutdown.py', 'shutdown.py', 'client.py', 'client_server.py', 'server.py', 'server.py']"
5d361a361a31ce19896dd0fb2c9dc684514e2a09,Aymeric Augustin,2017-05-10T23:04:03+02:00,"Revert accidental change.

Fix #183.",['7dfccc446ec73eea28c5fee6ad2c76b080005fab'],False,['client.py']
b1d09a1b1c36215a59f6a630215ed15d4582b3a8,Aymeric Augustin,2017-07-09T18:49:10+02:00,Fix Circle CI.,['5d361a361a31ce19896dd0fb2c9dc684514e2a09'],False,['circle.yml']
f120792cbb52d55be1ad8388d24fbd087adfc111,Aymeric Augustin,2017-07-09T18:27:45+02:00,"Replace MIME parsing with custom HTTP parsing.

Given that websockets makes straightforward use of HTTP, that websocket
implementations can be expected not to exhibit legacy behaviors, and
that RFC 7230 deprecates this behavior, parsing HTTP is doable.

Thanks https://github.com/njsmith/h11 for providing some inspiration,
especially for translating the RFC to regular expressions and figuring
out some edge cases.

I expect the new implementation to be faster, since it has a much
tighter focus than the stdlib's general purpose MIME parser, and
possibly more secure, since it was written from the beginning with
security as a primary goal (with the caveat that it's new code,
which means it's more likely to have security issues).

Fix #19.",['b1d09a1b1c36215a59f6a630215ed15d4582b3a8'],False,"['changelog.rst', 'client.py', 'http.py', 'protocol.py', 'server.py', 'test_http.py']"
ce61a9dac266cac87fa1f1ae20ed37ad7bf60770,Chris Jerdonek,2017-07-10T19:06:52-07:00,"Address issue #203: make WebSocketServer not inherit.

This commit changes WebSocketServer not to inherit from
asyncio.AbstractServer. It also improves the documentation to explain
more clearly the relationship between the WebSocketServer and the
underlying asyncio.Server object.",['00efcc605fd0f88eb0bef9e5b7bda6fdb7d954ad'],False,"['api.rst', 'cheatsheet.rst', 'server.py']"
79949f1859b0ab7a742e234f46b2b1ceb0cd038e,Chris Jerdonek,2017-07-18T16:24:02-07:00,Fix CircleCI flake8 error.,['ce61a9dac266cac87fa1f1ae20ed37ad7bf60770'],False,['server.py']
e0915479ce582b0b69b551cc62ab2eb4e6cd39f9,Chris Jerdonek,2017-07-14T15:15:16-07:00,Fix issue #207: always set self.origin.,['79949f1859b0ab7a742e234f46b2b1ceb0cd038e'],False,"['server.py', 'test_client_server.py']"
aa711aa5554814eb625924e5e543191dc3ad5b0a,Chris Jerdonek,2017-07-20T14:14:04-07:00,"Expose invalid status code during connection. (#209)

Fix #198. Thanks @cjerdonek!

* Address issue #198: expose invalid status code during connection.

* Address review comments.

* Fix tests, code coverage, and flake8.

* Ignore the response reason per the spec.

* Use double quotes for consistency.",['e0915479ce582b0b69b551cc62ab2eb4e6cd39f9'],False,"['changelog.rst', 'client.py', 'exceptions.py', 'test_client_server.py', 'test_http.py']"
93f258fb455d68ec931a53dde3d138e27ed5ef72,Chris Jerdonek,2017-07-21T19:16:54-07:00,Address issue #212: have coverage report missing line numbers.,['aa711aa5554814eb625924e5e543191dc3ad5b0a'],False,['tox.ini']
1f7604b7e2272567fbb3e00c7814782018113a94,38elements,2017-07-02T13:37:30+09:00,"Fix api.rst

This adds max_queue to WebSocketCommonProtocol in api.rst.",['b8eda04abb8ab39f89e3d93457e53efdbd71beea'],False,['api.rst']
6173a0d6ad12967224d7a2d588ce8ab93f22b11c,mayeut,2017-07-23T17:53:54+02:00,"Correctly read mask in non SSE2 cases in speedups.c

Fixes aaugustin/websockets#223",['0058c0954fc102ba74434c66ee810a078e40789b'],False,['speedups.c']
ccc5d34f068e1e3e6b51c49aa0c69983d9cd104d,Chris Jerdonek,2017-07-23T13:46:45-07:00,Fix argument mis-copy in PR #219.,['4703884a5c82452c25ed39224160913162cf448e'],False,['test_client_server.py']
725675eb20eb78e4cc3a9230daea3cdaf3dc7ffd,Chris Jerdonek,2017-07-27T11:54:20-07:00,Address issue #216: rename the klass argument to create_protocol.,['f859e2f017903abf195d3663ba486d6d1ef2cb23'],False,"['api.rst', 'changelog.rst', 'cheatsheet.rst', 'client.py', 'server.py', 'test_client_server.py']"
39cec143769a31c92fce282b6270bbf52ceb1206,Aymeric Augustin,2017-07-29T14:55:47+02:00,"Review fix for issue #216.

* Clarify documentation wording a bit.
* Make the backwards-compatibility logic more explicit (and removable).
* Move klass with legacy_recv, the other backwards-compatibility shim.",['725675eb20eb78e4cc3a9230daea3cdaf3dc7ffd'],False,"['cheatsheet.rst', 'client.py', 'server.py']"
e1c3c3143679afc018622800c215e88e55786673,Chris Jerdonek,2017-07-30T02:03:44-07:00,"Merge pull request #236 from aaugustin/issue-216-remove-klass

Address issue #216: rename the klass argument to create_protocol.","['f859e2f017903abf195d3663ba486d6d1ef2cb23', '39cec143769a31c92fce282b6270bbf52ceb1206']",True,[]
68e2af5cd9d823f8d9f77bc18bd2556694b5d84e,mayeut,2017-08-01T22:35:53+02:00,Fix build of speedups.c on MSVC 2010,['e1c3c3143679afc018622800c215e88e55786673'],False,['speedups.c']
50fd62e333256cd5db43927bc98bebe7bba6e564,Aymeric Augustin,2017-08-12T10:18:43+02:00,"Provide a better way to override request handling.

This replaces the get_response_status() API which never made it into a
release (so there's no backwards incompatibility).

Remove a test that depends on get_response_status() being called after
check_request(). The extension point must be before check_request() so
it can handle regular HTTP requests.

Fix #116.

Supersedes #202 #154, #137.",['3242b20e6ef7fe6bf916d7d7c5026c47e8f99398'],False,"['api.rst', 'changelog.rst', 'server.py', 'test_client_server.py']"
22f8cef96063361cd14ab372b0c7608c4a05c0ad,Matthieu Darbois,2017-08-20T13:45:05+02:00,"Build wheels on various platforms (#239)

* C extension mandatory if '.cibuildwheel' file is present

* build wheels on travis-ci

* build wheels on appveyor

Fix #220.",['d45b29062c48c6678d889a63f3d5745994be85d3'],False,"['.travis.yml', 'appveyor.yml', 'setup.py']"
a786635863f591106b258716be2d2998692e2505,Aymeric Augustin,2017-08-20T15:09:18+02:00,"Change Upgrade header to lowercase value.

This value is technically case-insensitive but sloppy servers may expect
it to be lower case.

Fix #250.",['e812f02d30d930eb802e0439a397431880bad5f1'],False,['handshake.py']
8f1ff2825c5fc541830b0e530efc9a0a9ee49c1e,Aymeric Augustin,2016-05-15T18:52:09+02:00,"Check close codes of outgoing frames.

This can avoid protocol violations.",['2e5e851c9695b01a10870dced6136c9b50c052e5'],False,"['framing.py', 'test_framing.py']"
6b94888efb5c90f4955f0a04e884aff61e489c8f,Jonathan Martin,2017-08-08T11:16:49+02:00,Avoid sending empty `Sec-WebSocket-Extensions` when no extension was negotiated,['7e878e6d0e479b7df251aaa65c58922fb71e8a74'],False,['utils.py']
d8f5df1f8929af0ca62cfd12d3d91c8beac37b2f,Aymeric Augustin,2017-08-27T14:45:06+02:00,"Specify more closely extension negotiation.

Remove the unclear distinction between ""not accepting an exception"" and
""raising a negotiation error"" on the server side. A negotiation error
means the extension isn't accepted, that's all.",['89725778f6f6ff43dac49aadd5c600fc683d35c3'],False,"['client.py', 'base.py', 'server.py', 'test_client_server.py']"
fb71c7d8f81a5a36a0054ebbf4912922b0ed219f,Aymeric Augustin,2017-09-02T10:14:30+02:00,Take advantage of TestCase.subTest.,['22bff9c9d563d04679b81de023aab5ae424016aa'],False,"['test_permessage_deflate.py', 'test_utils.py', 'test_uri.py', 'test_utils.py']"
37650ae60cc92f2073f271e57af2bfc27cdc9636,Aymeric Augustin,2017-08-27T16:27:06+02:00,"Parse Sec-WebSocket-Protocol robustly.

Fix #257.",['9f8539f3060c8c5c19e1ddeda146716b49382d34'],False,"['api.rst', 'client.py', 'test_permessage_deflate.py', 'headers.py', 'http.py', 'server.py', 'test_client_server.py', 'test_headers.py']"
0ae899ced8e38f1222aaa8dcd2da19a193c7f5c6,Aymeric Augustin,2017-09-03T20:45:39+02:00,"Avoid leaking tasks when close() is cancelled.

Fix #142.

Thanks @cjerdonek for diagnosing this tricky issue.

Also add a test for a code path that was exercised by accident before
this change.",['37650ae60cc92f2073f271e57af2bfc27cdc9636'],False,"['changelog.rst', 'protocol.py', 'test_client_server.py', 'test_protocol.py']"
570661453b7c69d133c0d97f45ebc09809d0ee87,Aymeric Augustin,2017-09-03T21:59:47+02:00,"Reduce verbosity of fail connection log.

""Failing the WebSocket connection"" is an essential concept in the RFC,
but it's only relevant for developers of the library, not end users.

Fix #167.",['0ae899ced8e38f1222aaa8dcd2da19a193c7f5c6'],False,"['changelog.rst', 'protocol.py']"
32081781e99d9a8244c262da838f5c2b0bbf6b54,Aymeric Augustin,2017-09-03T22:57:53+02:00,"Support asynchronous iteration of protocol instances.

Kudos to @cjerdonek for the idea and proof of concept.

Fix #192. Ref #195.",['570661453b7c69d133c0d97f45ebc09809d0ee87'],False,"['MANIFEST.in', 'changelog.rst', 'intro.rst', 'setup.py', 'client.py', 'protocol.py', '_test_client_server.py', '__init__.py', '_test_client_server.py', 'protocol.py', 'server.py', 'test_client_server.py']"
4ad3b1a7f9860e4dd7916b0f8a4385b6435225ac,Aymeric Augustin,2017-09-09T17:45:43+02:00,"Only set close code when receiving close frame.

The RFC is clear about this:

> _The WebSocket Connection Close Code_ is defined as the status code
> (Section 7.4) contained in the first Close control frame received by
> the application implementing this protocol.

Also:

* Differentiate between closing and failing the connection in tests.
* Remove a test for setting the close code based on a local close code.",['3ecd5475ee3b39c9698e46e9b53418c74b1c720d'],False,"['protocol.py', 'test_protocol.py']"
5592994e8a8f5b418a1b6b2522b71ca7778fe102,Michael Sverdlik,2017-09-14T06:30:50+10:00,"Allow customizing User-Agent and Server headers (#266)

Fix #262.",['4ad3b1a7f9860e4dd7916b0f8a4385b6435225ac'],False,"['changelog.rst', 'client.py', 'server.py', 'test_client_server.py']"
1b8ab39be670b3e8f46839caafb6824133cbd59b,Aymeric Augustin,2017-09-23T22:07:45+02:00,"Handle cancellation of pong waiters more elegantly.

Fix #269.",['7d7e2630188f965999908085da9b85293517174f'],False,['protocol.py']
16b09f801a010b17759cff5a2a99828a2c7f7cae,Aymeric Augustin,2017-09-23T22:08:08+02:00,Fix documentation of how to wait for a pong.,['1b8ab39be670b3e8f46839caafb6824133cbd59b'],False,"['cheatsheet.rst', 'protocol.py']"
0827eeee5bfe8b776dfae70642a336d324435027,Aymeric Augustin,2017-09-09T16:44:16+02:00,"Rework connection close handling.

* Split the task that runs the data transfer part from the task that
  closes the TCP connection.
* Explain why self.connection_closed is needed.
* Fix usage of wait_for to avoid accidental cancellations.
* Simplify connection_lost() because it's called exactly once.
* Don't call close() immediately after write_eof() -- the goal is to
  wait until the other end closes the connection too and then close()
  in connection_lost().
* Refactor tests to reduce asynchrony.
* Make the transport mock in tests more realistic.",['dd16c0e56289d0cd7593ce7c83399613e95f740e'],False,"['client.py', 'protocol.py', 'server.py', 'test_client_server.py', 'test_protocol.py']"
fcc73bcdc0cb69b67e0acea3c74a871214e1aba4,Aymeric Augustin,2017-09-17T23:03:13+02:00,"Stop swallowing cancellations in close().

Fix #264. Ref #142.

Remove a test that no longer makes sense now that close() no longer
swallows CancelledError.",['0827eeee5bfe8b776dfae70642a336d324435027'],False,"['protocol.py', 'test_protocol.py']"
43784eac2932fee3b0e87d579608000f2be30cfb,Aymeric Augustin,2017-09-30T17:50:22+02:00,"Add a timeout when writing a close frame.

Fix #112.",['fcedaf59514f7447f84e69bf226393496480ab48'],False,"['protocol.py', 'test_protocol.py']"
f9721dec3700987cff03410110ddd7b6c8c69315,Aymeric Augustin,2017-09-30T18:10:58+02:00,"Abort TCP connection if it doesn't close fast enough.

Fix #112.",['43784eac2932fee3b0e87d579608000f2be30cfb'],False,"['design.rst', 'protocol.py', 'test_protocol.py']"
124e2762ec165a15809eda24d2db1793fb958fab,Aymeric Augustin,2017-09-30T20:34:22+02:00,"Reorganize docs by use case.

Fix #275.",['712e48d34c4991011f776272e60d90dcac19aa16'],False,"['LICENSE', 'changelog.rst', 'contributing.rst', 'index.rst', 'intro.rst', 'echo.py', 'hello.py']"
77fc08303eca8f8cbc43ea99f00191fa1fadadbf,Aymeric Augustin,2017-09-30T22:27:08+02:00,"Add marketing copy to the README.

Fix #245.

Thanks @cjerdonek for your feedback!",['037d56a67f241843fdb175cdf7a5cef34cd202ed'],False,['README.rst']
51b26f8ff65912a611a2f169b352c671f0afae01,Aymeric Augustin,2017-10-01T14:44:32+02:00,"Add support for sock argument in client.

Fix #221.

Adapted from PR #229.",['77fc08303eca8f8cbc43ea99f00191fa1fadadbf'],False,"['changelog.rst', 'client.py', 'test_client_server.py']"
5769cbf1a06be91a272eff54f7c140bea85d0c3f,Aymeric Augustin,2017-10-01T21:47:13+02:00,"Optimize ensure_open when the connection is closing.

* If the remote side started the closing handsake, the close code and
  reason are already known.
* If they aren't, there's no need to add a timeout because we know that
  self.transfer_data_task will complete quickly anyway.

Extend protocol tests to cover the two cases of CLOSING connections:
initiated by the local or the remote side.",['91be27e9c4d23b3902ac77cdfe648e480ec63985'],False,"['protocol.py', 'test_protocol.py']"
8cdf09b8f122a339188905a58182148eed05778d,Aymeric Augustin,2017-10-02T21:54:57+02:00,"Document concurrency-safety of public APIs.

Fix #238.",['68553b77af7aa8f880e18471d1b93f33392bc769'],False,"['design.rst', 'framing.py', 'protocol.py']"
050a6aeb90225fe54b05f8c8cef9ed05596f3553,Aymeric Augustin,2017-10-02T22:13:34+02:00,"Documented passing extra args to the handler.

Fix #271.",['8cdf09b8f122a339188905a58182148eed05778d'],False,['cheatsheet.rst']
4a8415da441ebab15dfebd798838c293f07d38d7,Aymeric Augustin,2017-10-02T23:04:44+02:00,"Add explanation of status codes in error messages.

Fix #249.",['5a9d2e0038acee5ffca60c047b7a28cd72b4324e'],False,"['exceptions.py', 'framing.py', 'test_exceptions.py', 'uri.py']"
5ce75688f59b017c2f0d4efebff8e9022f0e3d67,Aymeric Augustin,2017-10-01T09:37:19+02:00,"Test ConnectionError handling.

Fix #215.

Thanks @cjerdonek for reporting and investigating this issue.",['4a8415da441ebab15dfebd798838c293f07d38d7'],False,['test_client_server.py']
27549c4b390443b7504e937d4d974bd0855b4c7f,Aymeric Augustin,2017-10-07T20:56:57+02:00,"Await close_connection_task in ensure_open.

This fixes the following edge case:

- this side starts the closing handshake
- the connection hangs and the other end never completes the handshake
- meanwhile, another coroutine attempts to send a message

Before this change, that coroutine would receive a CloseConnection
exception with code = None. After this change, it gets code = 1006,
set in connection_lost.",['f83362ef91a6ac2ea89fd8bda4d18ff22ffb7a40'],False,['protocol.py']
4cbb18c21a66fb406e7cbd36eca3329312367a54,Chris Jerdonek,2017-11-01T10:25:38-07:00,"Eliminate the need to wrap serve(). (#294)

* Eliminate the need to wrap serve().

See issue #197 for related discussion.

* Fix Python 3.4.

* Choose better names per @aaugustin's comment.

* Update client.py.

* Fix flake8.

* Fix test for Python 3.4.",['69cd26dcf3aea3ebfa9750ada894283a7c53d2d4'],False,"['client.py', 'client.py', 'server.py', 'server.py', 'test_client_server.py']"
fa96c583d178ff79a1536ce597b1a4ceef4d3d2e,Aymeric Augustin,2017-11-01T21:01:34+01:00,"Manage connection states with an enum.

Fix #284.",['4cbb18c21a66fb406e7cbd36eca3329312367a54'],False,"['api.rst', 'changelog.rst', 'protocol.py', 'test_protocol.py']"
2c0b6618a71453cf1ff39a3bf769081a25475aaf,Aymeric Augustin,2017-11-01T21:21:10+01:00,Fix doc generation on Python 3.5+.,['4cbb18c21a66fb406e7cbd36eca3329312367a54'],False,"['client.py', 'server.py']"
2599b8a3df918a3718422e7ccebb3f316ef602b0,Aymeric Augustin,2017-11-01T21:41:36+01:00,Workaround for https://github.com/travis-ci/travis-ci/issues/8552.,['639975ebd32ab2fb0fb5470c5486bf57e47361bb'],False,['.travis.yml']
cb9b268c60a96f5bdcc8988587e0460ca4edbcdc,Aymeric Augustin,2017-11-02T21:07:59+01:00,Attempt to fix wheel upload on Travis CI.,['4e67f829cfe4e9c23046415d6cd38cd2825cd6b7'],False,['.travis.yml']
05907cd7e390617d6c80f2b2a0bf222e622dd641,Aymeric Augustin,2017-11-02T22:58:58+01:00,Attempt #2 to fix wheel upload on Travis CI.,['a6211d48c57a0886ee1eefa87651c99bd08d4fd2'],False,['.travis.yml']
136d9bc9a917f7f5fdde4001e801b591ee1b4a0b,Anton Lakotka,2017-11-07T11:06:33+01:00,"Fixed infinite loop in ""Graceful Shutdown"" Examples when client closed the connection.

Replaced ""pass"" statement by ""break"" inside echo handler loop.
If client closes connection it causes infinite loop and took 100% CPU.
""websocket.recv()"" always return throws ""websockets.ConnectionClosed"" so pass statement just
continue loop over and over again.",['05907cd7e390617d6c80f2b2a0bf222e622dd641'],False,"['oldshutdown.py', 'shutdown.py']"
9f566c5d12eae1258aa6f1991fe8cf0a7d390f97,MysterialPy,2017-12-14T23:41:48+10:00,"Fix Syntax error thrown in 3.7

Maintains backward compat.",['136d9bc9a917f7f5fdde4001e801b591ee1b4a0b'],False,['compatibility.py']
d4a6a24fcf9786b1917668bfaee946e85bc22478,pv2b,2018-01-03T16:06:00+01:00,"Fix typo in README.rst

courountine -> coroutine",['9f566c5d12eae1258aa6f1991fe8cf0a7d390f97'],False,['README.rst']
f7331b04c524f2ebfd2371a1a59852d3d3439779,Ashley Sommer,2018-02-12T02:45:49+10:00,"Add zip_safe=True to setup.py (#342)

Add `zip_safe=True` to setup.py to tell easy_install and setuptools that the code should not be analyzed before installing.

This avoids the problem caused by evaluating code in the websockets/py36/ directory when running under Python 3.5.

Fixes #341.",['d4a6a24fcf9786b1917668bfaee946e85bc22478'],False,['setup.py']
13eb4a09815b7edf3ac6270cbdf131b89b4ccc9d,Aymeric Augustin,2018-02-12T21:46:17+01:00,"Mention that README requires Python ≥ 3.6.

The Python < 3.6 version is provided in the documentation.

Fix #340.",['f7331b04c524f2ebfd2371a1a59852d3d3439779'],False,"['README.rst', '__init__.py']"
99e6a4d9dbbab01f514bd84d21723ba98d6f8634,Aymeric Augustin,2018-04-28T17:49:23+02:00,"Use the latest version of cibuildwheel.

It's more likely to fix issues than introduce them.",['13eb4a09815b7edf3ac6270cbdf131b89b4ccc9d'],False,"['.travis.yml', 'appveyor.yml']"
61badeb0a87db175157429647eae5d47fd596393,Aymeric Augustin,2018-04-28T18:05:52+02:00,Fix AppVeyor builds.,['ad13e489a305b28d78e30460e694fa735a180890'],False,['appveyor.yml']
38145985e37474fe5c1145731ec7022836f12a41,Aymeric Augustin,2018-04-28T20:42:08+02:00,"Make unix_serve an asynchronous context manager.

Fix #355.",['4579c2b93eff053c624eebf44cba09f45c140f1a'],False,"['changelog.rst', '_test_client_server.py', 'server.py']"
4199fc83e5ddb717b67681e4bb5ad6c6c2df4428,Aymeric Augustin,2018-04-28T22:02:56+02:00,"Allow running a single test with tox.

Fix #297.",['33341afda0c1917fb4a37e3459e3c39d66668d11'],False,['tox.ini']
f3f3fd0c19843f5e4359738ce298932e93ce2758,Aymeric Augustin,2018-04-28T19:03:34+02:00,"Disable async context manager functionality on Python 3.5.

Clarify documentation about unsupported features in older Pythons.

Fix #318.",['4199fc83e5ddb717b67681e4bb5ad6c6c2df4428'],False,"['changelog.rst', 'cheatsheet.rst', 'deployment.rst', 'intro.rst', 'client.py', '_test_client_server.py', 'server.py']"
35d6754ce32f36dab013e0273470be1529578317,Aymeric Augustin,2018-04-28T17:42:00+02:00,"Add support for HTTP Basic Auth in the client side.

Fix #373.",['f3f3fd0c19843f5e4359738ce298932e93ce2758'],False,"['changelog.rst', 'client.py', 'http.py', 'test_client_server.py', 'test_http.py', 'test_uri.py', 'uri.py']"
a3e1680a7a9bc5ec9f68f339a69afe1d24aca89c,Aymeric Augustin,2018-05-01T18:14:34+02:00,"Add debug logs in ping / pong handling.

Fix #315.",['35d6754ce32f36dab013e0273470be1529578317'],False,['protocol.py']
0a69dac1cf49a802ea36a10b5d1d1a58f1a504fc,Aymeric Augustin,2018-05-01T15:10:50+02:00,"Don't close TCP connection if it's already closed.

This had no effect because closing a TCP connection is idemptotent.
However it emitted a log line which could be confusing.",['f2432937bd13c64df23bf14d336d9336d1251964'],False,['protocol.py']
402059e4a46a764632eba8a669f5b012f173ee7b,Aymeric Augustin,2018-05-01T17:05:05+02:00,"Fix behavior of recv() in the CLOSING state.

The behavior wasn't tested correctly: in some test cases, the connection
had already moved to the CLOSED state, where the close code and reason
are already known.

Refactor half_close_connection_{local,remote} to allow multiple runs of
the event loop while remaining in the CLOSING state. Refactor affected
tests accordingly.

I verified that all tests in the CLOSING state were behaving is intended
by inserting debug statements in recv/send/ping/pong and running:

$ PYTHONASYNCIODEBUG=1 python -m unittest -v websockets.test_protocol.{Client,Server}Tests.test_{recv,send,ping,pong}_on_closing_connection_{local,remote}

Fix #317, #327, #350, #357.",['0a69dac1cf49a802ea36a10b5d1d1a58f1a504fc'],False,"['protocol.py', 'test_protocol.py']"
faa1a8aec785ea62e3c595ecf72b6802691a1d6e,Aymeric Augustin,2018-05-01T19:38:24+02:00,"Improve description of connect and serve.

Fix #300.",['402059e4a46a764632eba8a669f5b012f173ee7b'],False,"['client.py', 'server.py']"
9b52a8df0daf0ed7e226674fa4bae49a572bf65c,Aymeric Augustin,2018-05-06T09:51:40+02:00,"Add closed property on protocols.

Fix #286.",['d851f57f56cbf4fceb6743d3afafb12780fe6132'],False,"['api.rst', 'changelog.rst', 'protocol.py', 'test_protocol.py']"
63f2ff7bcd86f66bdb0d59a708bff94ea69d26a1,Aymeric Augustin,2018-05-06T10:00:48+02:00,Fix a couple formatting issues.,['9b52a8df0daf0ed7e226674fa4bae49a572bf65c'],False,['changelog.rst']
8bbff9dd1a515288063ef47ce7e49cf527ea0760,Aymeric Augustin,2018-05-05T19:28:57+02:00,"Explain how to secure websockets with TLS.

Fix #363.",['f0b997a5960786d37a999ea808e2c71f8c24e2ce'],False,"['intro.rst', 'client.py', 'localhost.pem', 'oldclient.py', 'secure_client.py', 'secure_server.py', 'test_client_server.py']"
efad8562cb9fcd51199ba0504a90a3cdbec350e9,Aymeric Augustin,2018-05-08T08:26:46+02:00,"Log connection close codes and reasons.

For debugging.",['9b0929582874cab3b3d18e283a841c43fd198eaf'],False,['protocol.py']
cd304ff803377255dbd587068dc5d46a9964c6c2,Aymeric Augustin,2018-05-05T21:09:01+02:00,"Add an example of health check.

Fix #354.",['45067908efb81169bfb6437a35887df5a5c52764'],False,"['deployment.rst', 'health_check_server.py']"
4f5e66fd02f102d9d5faea11b8fda884e3bb8d67,Aymeric Augustin,2018-05-06T21:56:26+02:00,"Better handle hard TCP connection termination.

There's no need to print a full stack trace when the network connection
dropped earlier than we expected. A 1006 close code is likely sufficient
to identify the cause if this is an issue in actual deployments.

Fix #348, #349.",['cd304ff803377255dbd587068dc5d46a9964c6c2'],False,"['changelog.rst', 'protocol.py']"
9eefbc25831837aac3fa7370ba5faff9b8c17bb1,Aymeric Augustin,2018-05-12T19:00:13+02:00,"Prevent TypeError in WebSocketServer.wait_closed().

I think there's room for further improvement. Until then this will help.

Fix #309.",['4f5e66fd02f102d9d5faea11b8fda884e3bb8d67'],False,['server.py']
4c2c93a30cf9a843959dcfbb9b7cc94ebca50825,Aymeric Augustin,2018-05-12T16:16:46+02:00,"Downgrade log severity in handshake.

Logging InvalidHandshake errors at the debug level avoids dumping stack
traces into server logs whenever a plain HTTP client hits a WS endpoint.

Fix #369.",['9eefbc25831837aac3fa7370ba5faff9b8c17bb1'],False,['server.py']
7578987add60c72a8e2fdecfc407d7d3af47c154,Aymeric Augustin,2018-05-12T15:57:00+02:00,"Document that handlers can be cancelled.

Fix #337.",['4b1527d380ee0fe6526b07107788c77026e12da9'],False,['server.py']
2098046e41d139b54f7884b7f13e93bc79894a78,Aymeric Augustin,2018-05-15T14:00:32+02:00,"Don't treat close code 1001 as an error.

Quite often, browsers close WebSocket connections when the user
navigates to another page. In most cases this isn't an error
condition and thus not worth reporting with an exception.",['7578987add60c72a8e2fdecfc407d7d3af47c154'],False,"['changelog.rst', 'protocol.py', '_test_client_server.py', 'protocol.py']"
